Country Name,Country Code,Time,Time Code,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]",Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, secondary (% net) [SE.SEC.NENR]","Labor force participation rate, female (% of female population ages 15+) (national estimate) [SL.TLF.CACT.FE.NE.ZS]",Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS],Unemployment with basic education (% of total labor force with basic education) [SL.UEM.BASC.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Population living in slums (% of urban population) [EN.POP.SLUM.UR.ZS],Population density (people per sq. km of land area) [EN.POP.DNST],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Forest area (% of land area) [AG.LND.FRST.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]
Syrian Arab Republic,SYR,2003,YR2003,72.414,..,..,118.71,0.1,3.899,91.70143,57.42479,18.84,12,91.96480695,92.6683578491211,..,53.049,..,95.9276431178169,2.51988546481032,2.45154964867368,6.24832427198928
Syrian Arab Republic,SYR,2004,YR2004,72.475,..,..,121.73,0.1,3.857,92.51197,60.93327,..,12,92.12376487,92.3877105712891,..,53.417,..,98.5128670262025,2.56382338272707,2.48450182491693,5.54183867581242
Syrian Arab Republic,SYR,2005,YR2005,72.769,..,..,130.53,0.1,3.814,92.57075,64.02818,..,12,92.28027952,92.1065292358398,..,53.782,..,101.234172250368,3.07908222306419,2.51718690417824,5.02641990387935
Syrian Arab Republic,SYR,2006,YR2006,73.35,..,..,141.18,0.1,3.762,89.91412,63.8259,14.96,12,92.43451743,99.5057601928711,..,54.146,..,105.821537875075,3.09869144255748,2.5490388280782,4.39444682311126
Syrian Arab Republic,SYR,2007,YR2007,73.709,..,..,123.74,0.1,3.696,91.00896,65.38093,14.08,12,92.58661714,91.5524215698242,..,54.511,..,112.736903724679,3.07223516586119,2.5815726421259,4.10054365333056
Syrian Arab Republic,SYR,2008,YR2008,73.551,..,..,115.92,0.1,3.613,91.75748,65.9656,14.72,12.4,92.73644549,91.2848663330078,..,54.875,..,116.935629492485,3.03975601445446,2.61424526247005,3.5523398057458
Syrian Arab Republic,SYR,2009,YR2009,73.853,..,..,129.61,0.1,3.514,92.80847,66.07245,13.01,12.4,92.88395338,91.0272445678711,..,55.237,..,118.858745371379,2.7807801451582,2.6469178828142,4.02770775856936
Syrian Arab Republic,SYR,2010,YR2010,73.881,..,..,121.93,0.1,3.404,92.96128,66.79607,12.94,12.4,93.02932562,92.6999969482422,..,55.6,..,121.6444099548,2.7348820459958,2.67973642650983,4.05614173609585
Syrian Arab Republic,SYR,2011,YR2011,73.305,..,..,137.85,0.1,3.283,..,68.82457,14.8,12.4,93.09945383,91.5147247314453,..,54.58,..,123.785508903774,2.50397996404251,2.71241082611774,..
Syrian Arab Republic,SYR,2012,YR2012,66.769,..,..,124.17,0.1,3.215,..,72.30405,..,12,93.17550667,90.7931900024414,..,53.555,..,123.103942710886,2.0803450405181,2.74508522572564,..
Syrian Arab Republic,SYR,2013,YR2013,63.827,..,..,111.48,0.1,3.17,67.96461,48.50187,..,12,93.25771662,90.1493988037109,..,52.529,..,117.060507542341,1.42831483384608,2.77775962533355,..
Syrian Arab Republic,SYR,2014,YR2014,63.153,..,..,90.51,0.1,3.101,..,..,..,12,93.34600506,89.9754943847656,..,51.5,..,109.308021565104,1.32571704033712,2.81043402494146,..
Syrian Arab Republic,SYR,2015,YR2015,65.124,..,..,108.01,0.1,3.049,..,..,..,12.4,93.50961148,89.8164291381836,..,52.168,..,104.586276752165,1.31562956615138,2.84310842454937,..
Syrian Arab Republic,SYR,2016,YR2016,65.993,..,..,101.48,0.1,2.994,..,..,..,13.2,93.66913703,89.6692352294922,..,52.835,..,103.274258018842,1.38907139601393,2.84310842454937,..
Tajikistan,TJK,2000,YR2000,63.26,990,..,26.75,0.1,4.006,94.80415,70.18143,..,15,56.50623125,98.4677429199219,..,26.501,60.27623,44.8199342669334,0.35086413226977,2.92940840240069,0.598174532502226
Tajikistan,TJK,2001,YR2001,64.057,1080,..,27.92,0.1,3.884,94.21093,72.13134,..,12.6984126984127,57.77505608,98.6331024169922,..,26.503,..,45.7902972277794,0.335483498496601,2.92940840240069,0.580783882496171
Tajikistan,TJK,2002,YR2002,64.846,1210,..,31.71,0.1,3.767,96.25831,75.00605,..,12.6984126984127,59.05005938,99,..,26.505,55.72756,46.7401757645041,0.326183111412763,2.92940840240069,1.04883693330169
Tajikistan,TJK,2003,YR2003,65.552,1330,..,34.79,0.1,3.606,96.93964,..,44.38,12.6984126984127,60.331233,100,2.96,26.507,..,47.6742783652472,0.32598015853747,2.92940840240069,1.11879149508362
Tajikistan,TJK,2004,YR2004,66.028,1500,..,40.34,0.1,3.529,96.87739,78.10509,52.25,12.6984126984127,61.61817268,98.6270904541016,..,26.508,51.1789,48.5939125464418,0.381847096484681,2.92940840240069,1.13133632771605
Tajikistan,TJK,2005,YR2005,66.514,1920,..,42.86,0.1,3.438,97.6536,78.1815,..,17.4603174603175,62.91171067,99.3000030517578,..,26.51,..,49.5080380108602,0.356638517450566,2.92940840240069,..
Tajikistan,TJK,2006,YR2006,67.013,2210,..,45.19,0.1,3.385,97.4457,78.81148,..,17.4603174603175,64.21142054,98.6165390014648,..,26.512,46.63024,50.4245284366962,0.380663350344751,2.92940840240069,..
Tajikistan,TJK,2007,YR2007,67.217,2500,..,47.78,0.1,3.367,97.44376,80.24331,..,17.4603174603175,65.51729807,98.6167221069336,3.34,26.514,..,51.3603243783938,0.454594080928542,2.92940840240069,..
Tajikistan,TJK,2008,YR2008,67.688,2740,..,52.21,0.1,3.388,97.7042,81.59779,..,17.4603174603175,66.82935316,98.624137878418,..,26.516,42.08157,52.3337167762218,0.415182916481617,2.92940840240069,1.02218713975002
Tajikistan,TJK,2009,YR2009,68.039,2600,..,59.62,0.1,3.43,97.39457,81.79476,29.2,17.4603174603175,68.14757551,99,7,26.518,..,53.3623606744784,0.322035092003905,2.92940840240069,0.954768508640922
Tajikistan,TJK,2010,YR2010,67.742,2840,..,62.61,0.1,3.457,97.85753,82.50797,..,19.047619047619,69.47196929,98.671501159668,..,26.52,37.53291,54.4568376679051,0.321040533975073,2.92940840240069,0.95285512473335
Tajikistan,TJK,2011,YR2011,68.148,3150,..,64.64,0.1,3.456,97.5064,83.21746,..,19.047619047619,70.80222587,98.7168579101563,..,26.521,..,55.6217419262646,0.329384665205447,2.94627036296085,1.09380663999495
Tajikistan,TJK,2012,YR2012,68.484,3480,..,70.79,0.1,3.421,98.11614,..,..,19.047619047619,72.14545837,99.0999984741211,..,26.545,32.98425,56.8475421549014,0.378966218565172,2.96313232352101,0.999139959791046
Tajikistan,TJK,2013,YR2013,68.885,3950,..,78.72,0.2,3.433,99.21073,..,..,19.047619047619,73.49980535,98.8635482788086,..,26.589,..,58.1352529294084,0.392681964601966,2.97999428408117,..
Tajikistan,TJK,2014,YR2014,69.069,4060,..,79.52,0.2,3.459,97.68778,..,..,16.9491525423729,74.86489799,98.9646224975586,..,26.655,28.43558,59.9941492657761,0.550493445625862,3.0222068508351,1.12838009700648
Tajikistan,TJK,2015,YR2015,69.306,3700,..,111.67,0.2,3.459,96.75781,..,..,19.047619047619,76.23949551,98,..,26.742,..,61.416982491534,0.575406352580923,3.0391238561856,1.2819824138045
Tajikistan,TJK,2016,YR2016,69.549,3570,..,108.81,0.2,3.384,96.59387,..,32.64,19.047619047619,77.62285312,99.2083129882813,6.42,26.851,23.88692,62.8670509402695,0.698461649191468,3.0391238561856,1.215139771365
Tanzania,TZA,2000,YR2000,52.362,1150,..,39.83,7.2,5.686,53.53133,..,..,..,27.67446487,8.91672611236572,..,22.309,81.32802,38.9068683675773,0.0854928419765908,60.5893090991194,1.48726401206321
Tanzania,TZA,2001,YR2001,53.161,1190,33.1,43.1,7,5.665,58.12348,..,84.41,22.2627737226277,29.05908997,9.861008644104,7.29,22.674,..,39.9802088507564,0.088333951865832,60.1693497403477,1.45160464399204
Tanzania,TZA,2002,YR2002,53.863,1280,34,53.56,6.7,5.623,73.08069,..,..,22.2627737226277,30.44391829,10.7977066040039,..,23.044,77.07039,41.0403375479792,0.0980867580648493,59.749390381576,1.30259845652854
Tanzania,TZA,2003,YR2003,54.895,1350,32.5,46.59,6.5,5.605,81.60833,..,..,21.3559322033898,31.91999646,11.1000003814697,..,23.611,..,42.147118988485,0.100798421424722,59.3294310228042,1.07430696847071
Tanzania,TZA,2004,YR2004,55.596,1450,31.6,53.98,6.3,5.607,86.14656,..,..,21.3559322033898,33.58560354,11.3999996185303,..,24.223,72.81275,43.3064788891398,0.132304059038897,58.9094716640325,0.994614572583098
Tanzania,TZA,2005,YR2005,56.299,1560,28.4,54.74,6,5.61,90.85074,..,..,30.4075235109718,35.26802635,13.5857858657837,..,24.845,..,44.5241645969745,0.143510928953089,58.4895123052608,0.823941300163293
Tanzania,TZA,2006,YR2006,56.911,1690,25.9,61.11,5.8,5.563,96.73047,..,87.15,30.4075235109718,36.96750273,14.5156984329224,9.15,25.478,68.55511,45.7914337322195,0.149205962262461,58.069552946489,0.792124010730679
Tanzania,TZA,2007,YR2007,57.52,1780,25.7,61.35,5.6,5.485,..,..,..,30.4075235109718,38.68331918,15.4501323699951,..,26.121,..,47.0947132535561,0.141663380796331,57.6495935877173,0.762064569335019
Tanzania,TZA,2008,YR2008,58.086,1870,25.9,61.98,5.5,5.425,98.85617,..,..,30.4075235109718,40.41615885,11.5,..,26.776,64.29748,48.3979272973583,0.141804866911538,57.2296342289456,0.698278989715238
Tanzania,TZA,2009,YR2009,58.894,1940,26.7,64.1,5.4,5.357,..,..,..,30.6501547987616,42.16390699,11.1999998092651,..,27.439,..,49.6251219236848,0.134797056995378,56.8096748701739,0.757193066304469
Tanzania,TZA,2010,YR2010,60.105,2020,25.6,75.59,5.4,5.293,92.19632,..,78.55,..,43.92815599,14.8000001907349,2.1,28.114,60.03984,50.9263118085347,0.15324582663377,56.3897155114021,0.896024084275438
Tanzania,TZA,2011,YR2011,61.049,2150,24.2,82.7,5.3,5.207,..,..,80.88,36,45.70725889,14.1999998092651,3.3,28.798,..,52.4001253104538,0.176391643654323,55.9697538947844,0.903150747306732
Tanzania,TZA,2012,YR2012,62.03,2040,23.2,86.8,5.2,5.098,87.50078,..,80.06,36,47.50186551,15.3000001907349,0.38,29.493,55.78221,53.9468694965003,0.206488756352078,55.5497922781666,0.91379935435018
Tanzania,TZA,2013,YR2013,62.96,2130,22.7,93.36,5.2,5.122,83.95066,..,73.96,36,49.31033748,16.3999996185303,3.22,30.196,..,55.6035707834726,0.21940915111599,55.1298306615489,0.972362603264413
Tanzania,TZA,2014,YR2014,63.873,2170,22.5,98.98,5.2,5.122,83.32041,..,80.13,36,51.13105973,23.5,2.58,30.904,51.52457,57.3657168661097,0.210833306175758,54.7098690449311,1.01576100892144
Tanzania,TZA,2015,YR2015,64.651,2260,22.5,103.49,5.1,5.088,..,..,..,36,52.96379459,26.1706371307373,..,31.617,..,59.3168017611199,0.222447126603761,54.2899074283134,1.09136986722986
Tanzania,TZA,2016,YR2016,65.386,2360,22.7,97.53,5.1,5.033,83.50466,23.93899,..,36.5591397849462,54.80740809,32.7999992370605,..,32.333,47.26693,61.4154459245879,0.20580935903557,53.7604425378189,1.09369193376988
Thailand,THA,2000,YR2000,72.316,7140,..,77.64,2.1,1.612,..,..,64.89,4.81283422459893,93.86798346,82.0999984741211,3.29,31.386,15.6056,123.444582982638,2.60821722076897,37.1860870246041,1.48823095007459
Thailand,THA,2001,YR2001,72.613,7420,17.3,80.49,2,1.588,..,..,65.04,9.2,94.28690507,90.4513778686523,..,32.548,..,124.586294505667,2.72045394829578,37.3965041398344,1.43378743887059
Thailand,THA,2002,YR2002,72.93,7870,16.4,81.52,1.9,1.567,..,..,..,9.2,94.69946158,91.0802230834961,..,33.734,15.6056,125.707255965081,2.86883367189546,37.6069212550647,1.34994925105441
Thailand,THA,2003,YR2003,73.155,8470,15,85.99,1.9,1.568,..,..,65.04,9.2,95.10524979,91.7038269042969,..,34.941,..,126.79237409227,2.96286691829113,37.817338370295,1.24212796855366
Thailand,THA,2004,YR2004,73.08,9150,13.7,82.74,1.8,1.566,..,..,65.13,8.83002207505519,95.50406487,92.3245468139648,..,36.169,15.08731,127.838019926011,3.21828429766512,38.0277554855253,1.07980692728253
Thailand,THA,2005,YR2005,73.82,9740,11.9,81.96,1.7,1.585,..,..,66.3,10.6,95.89888739,92.9447326660156,..,37.411,..,128.836657597526,3.30845184602688,38.2381726007555,1.04822946909485
Thailand,THA,2006,YR2006,74.938,10550,10.6,84.35,1.7,1.571,98.9104,69.59192,65.11,8.67768595041322,96.27914601,99.1462020874023,..,38.673,14.05075,129.811750083188,3.31551982617487,38.4485897159858,1.10116200615096
Thailand,THA,2007,YR2007,75.187,11370,10.2,93.28,1.6,1.578,98.48923,73.2857,65.95,11.7400419287212,96.6510406,94.1933670043945,0.91,39.95,..,130.804584157059,3.36080516494936,38.6590068312161,1.33969774691254
Thailand,THA,2008,YR2008,75.492,11670,10.6,91.29,1.6,1.579,97.95392,75.39528,65.75,11.6666666666667,97.01439615,94.8271713256836,..,41.242,13.01419,131.786175106187,3.38021168205513,38.8694239464464,1.53268865982228
Thailand,THA,2009,YR2009,75.842,11600,10.3,93.22,1.6,1.567,98.08255,77.17242,64.66,13.3192389006343,97.36888549,98.9599990844727,..,42.543,..,132.736311143299,3.24801993415662,39.0798410616767,1.70375477278593
Thailand,THA,2010,YR2010,76.131,12440,9.9,94.23,1.5,1.576,..,77.10383,63.67,13.3192389006343,97.7144676,99.6999969482422,0.51,43.856,11.97763,133.630505588287,3.43308365639508,39.290258176907,1.45480792494919
Thailand,THA,2011,YR2011,76.421,12960,9,100.49,1.5,1.597,..,79.4745,65.9,15.8,98.04012068,99.3518371582031,0.5,44.698,..,134.496361251933,3.39963359980752,39.2855604924739,1.48670423190924
Thailand,THA,2012,YR2012,76.772,13920,8.8,106.14,1.5,1.586,..,76.52904,65.28,15.8,98.35799726,99.1086273193359,0.54,45.445,10.94107,135.365779326274,3.62473670967589,39.2808628080409,1.3814115527433
Thailand,THA,2013,YR2013,77.083,14130,8.2,104.88,1.4,1.547,..,..,62.07,15.8,98.67060441,99.4405746459961,0.18,46.193,..,136.19096478694,3.74685452863799,39.2761651236078,1.40395688539002
Thailand,THA,2014,YR2014,77.415,14360,7.8,102.97,1.4,1.51,..,78.79973,61.53,6.09137055837564,98.97793277,99.4619445800781,0.5,46.943,9.90451,136.939347021864,3.67056230216908,39.2714674391748,1.40663655346919
Thailand,THA,2015,YR2015,77.717,14670,7.3,96.64,1.3,1.469,..,77.27069,61.1,6.09137055837564,99.25917058,99.5999984741211,0.46,47.694,..,137.592039382254,3.75566632999213,39.2667697547417,1.42658185931741
Thailand,THA,2016,YR2016,78.049,15470,7.5,100.39,1.3,1.435,..,..,60.18,6.09137055837564,99.44567029,99.8499603271484,0.55,48.448,8.86794,138.2039910744,3.70494516006953,39.1806455401358,1.42144012082841
Timor-Leste,TLS,2000,YR2000,58.568,1770,..,73.09,0.1,5.98,..,..,..,..,..,17.5928115844727,..,24.263,..,59.0692669804976,0,63.8264963012777,..
Timor-Leste,TLS,2001,YR2001,59.362,1950,41.5,73.29,0.1,6.013,..,..,38.5,..,..,25.6000003814697,9.78,24.619,..,60.0538668459987,0,63.7323470073975,..
Timor-Leste,TLS,2002,YR2002,60.148,2220,36.5,81.21,0.1,6.022,..,..,..,26.1363636363636,50.32067073,23.9636135101318,..,24.979,..,61.1727639542703,0.185678054700821,63.6381977135172,..
Timor-Leste,TLS,2003,YR2003,60.871,1810,33.1,81.08,0.1,5.951,..,..,..,26.1363636363636,51.94317938,27.7000007629395,..,25.343,..,62.3215198386012,0.181068520083175,63.5440484196369,..
Timor-Leste,TLS,2004,YR2004,61.628,2090,32.5,78.2,0.1,5.85,..,..,54.8,25.2873563218391,53.56323813,30.3134727478027,..,25.71,56.1,63.6172831203766,0.207824826715744,63.4498991257566,..
Timor-Leste,TLS,2005,YR2005,62.328,2570,32.2,84.32,0.1,5.705,..,..,..,25.2873563218391,55.16879497,33.4864234924316,..,26.041,..,65.1858103564223,0.214584968941921,63.3557498318763,0.444864864864865
Timor-Leste,TLS,2006,YR2006,63.073,3880,31.9,88.03,0.1,5.564,..,..,..,25.2873563218391,56.77188428,36.6612434387207,..,26.374,56.1,66.8839273705447,0.20581883116622,63.261600537996,0.605915692525682
Timor-Leste,TLS,2007,YR2007,63.723,5420,31.7,85.29,0.1,5.399,..,..,47.5,29.2307692307692,58.37246936,36.5999984741211,5.37,26.709,..,68.5515803631473,0.200713779795598,63.1674512441157,0.823845886844846
Timor-Leste,TLS,2008,YR2008,64.329,8340,32.4,93.84,0.1,5.225,83.02514,34.4879,..,29.2307692307692,59.97111824,43.0271644592285,..,27.048,54,70.1463349024882,0.201423482085677,63.0733019502354,0.538587661967982
Timor-Leste,TLS,2009,YR2009,64.854,6240,31.8,110.18,0.1,5.037,88.87547,39.44789,..,29.2307692307692,62.08450377,46.2236785888672,..,27.389,..,71.6570275722932,0.219794658107626,62.9791526563551,1.14017377172147
Timor-Leste,TLS,2010,YR2010,65.304,7350,31.2,106.74,0.1,4.845,89.50847,40.50575,26.8,29.2307692307692,64.22163578,38,2.69,27.732,50,73.2001344989913,0.223153995549782,62.8850033624748,0.659939480331108
Timor-Leste,TLS,2011,YR2011,65.697,9060,29.3,94.4,0.1,4.656,92.34176,43.67477,..,32.3076923076923,66.38258219,52.6573677062988,..,28.079,..,74.8470746469401,0.225701183134228,62.7908540685945,0.361322796951724
Timor-Leste,TLS,2012,YR2012,66.081,8690,28.3,102.88,0.1,4.444,90.89463,45.19743,..,38.4615384615385,68.56630423,55.8999557495117,..,28.428,46,76.5081371889711,0.263255970944276,62.6967047747142,0.500494678459002
Timor-Leste,TLS,2013,YR2013,66.44,7340,26.7,99.31,0.1,4.268,90.97639,45.28738,43.8,38.4615384615385,70.77234406,59.1623764038086,4.34,28.779,..,78.1139878950908,0.3945572960385,62.6025554808339,0.560780912598676
Timor-Leste,TLS,2014,YR2014,66.787,6220,25.3,98.47,0.1,4.085,91.41095,48.53262,..,38.4615384615385,73.0004457,62.4426078796387,..,29.133,42,79.6792199058507,0.447237156385304,62.5084061869536,0.732288525238543
Timor-Leste,TLS,2015,YR2015,67.137,5060,24.5,105.95,0.1,3.903,92.23375,52.64272,..,38.4615384615385,75.25010371,67.2815322875977,..,29.49,..,81.0903160726294,0.435142099148044,62.4142568930733,1.19053601340034
Timor-Leste,TLS,2016,YR2016,67.446,4210,24.2,95.59,0.1,3.737,92.10669,57.17904,61.37,38.4615384615385,77.52079555,76.5,4.35,29.85,37.9,82.3511768661735,0.491277697658428,62.320107599193,1.03994446648155
Togo,TGO,2000,YR2000,54.742,1270,..,60.46,3.7,5.269,85.65132,23.46562,..,4.93827160493827,45.30163026,16.9562339782715,..,32.907,69.27204,92.0763927192499,0.253392797773977,23.3216400073543,..
Togo,TGO,2001,YR2001,54.86,1270,31.3,64.33,3.7,5.23,88.05615,..,..,4.93827160493827,46.55443615,19.6003665924072,..,33.356,..,94.6024269167126,0.228960634163235,23.2672292700864,..
Togo,TGO,2002,YR2002,55.311,1310,31.1,64.87,3.7,5.194,88.32934,..,..,4.93827160493827,47.80300366,21.3528614044189,..,33.809,66.02873,97.1049457620886,0.254509197888948,23.2128185328185,..
Togo,TGO,2003,YR2003,55.639,1390,29.8,65.93,3.6,5.145,88.48861,..,..,7.40740740740741,49.04678578,23.100118637085,..,34.265,..,99.6690751976466,0.338277008249952,23.1584077955507,1.36569983895261
Togo,TGO,2004,YR2004,55.569,1370,28.7,67.86,3.5,5.075,89.11649,..,..,6.17283950617284,50.28574494,24.8444919586182,..,34.724,62.78541,102.320610406325,0.31952027755247,23.1039970582828,1.40604809612512
Togo,TGO,2005,YR2005,55.962,1320,27.7,73.94,3.3,5.069,89.39777,..,..,7.40740740740741,51.5193694,26.5883274078369,..,35.185,..,105.011895569038,0.306061509591801,23.0495863210149,1.45744020230587
Togo,TGO,2006,YR2006,56.222,1350,27.2,79.42,3.2,5.078,90.3895,..,81.07,8.64197530864197,52.74809794,27.8999996185303,3.67,35.649,59.54209,108.002206287921,0.267200522961268,22.995175583747,..
Togo,TGO,2007,YR2007,56.511,1340,26.2,81.28,3.1,5.092,88.35913,..,..,11.1111111111111,53.97189441,30.0842666625977,..,36.116,..,111.188398602684,0.248646680458507,22.9407648464791,..
Togo,TGO,2008,YR2008,56.695,1390,25.5,89.76,3,5.052,88.98036,..,..,11.1111111111111,55.19116723,31.8417263031006,..,36.587,56.29878,114.404890604891,0.252118045500172,22.8863541092113,1.72218624355757
Togo,TGO,2009,YR2009,57.011,1430,23,96.96,2.9,5.034,..,..,..,11.1111111111111,56.404078,33.6091270446777,..,37.058,..,117.643390329105,0.441454287671849,22.8319433719434,1.63801256321406
Togo,TGO,2010,YR2010,57.304,1500,20.8,95.09,2.8,5.007,..,..,..,11.1111111111111,57.61240183,30.7917442321777,..,37.533,53.05546,120.828369185512,0.400206638764854,22.7775326346755,1.65885798813081
Togo,TGO,2011,YR2011,57.925,1660,19.4,102.73,2.7,4.917,..,..,76.4,11.1111111111111,58.82474106,39.7000007629395,0.87,38.032,..,124.079279279279,0.372754817540399,22.723110865968,1.52606374846498
Togo,TGO,2012,YR2012,58.073,1620,19.4,99.17,2.6,4.806,..,..,..,11.1111111111111,60.03682811,38.9980621337891,..,38.546,49.81214,127.351259422688,0.322782996361148,22.6686890972605,1.62464311756716
Togo,TGO,2013,YR2013,58.684,1690,19.4,92.86,2.6,4.723,..,..,..,15.3846153846154,61.2425157,40.8313674926758,..,39.061,..,130.653226696084,0.246122099358183,22.614267328553,1.67620536115859
Togo,TGO,2014,YR2014,58.853,1760,20.2,101.78,2.5,4.655,90.31769,..,..,17.5824175824176,62.44262635,45.7000007629395,..,39.579,46.56882,134.002261445119,0.217949578116298,22.5598455598456,1.81828886251592
Togo,TGO,2015,YR2015,59.396,1890,20.5,98.66,2.4,4.594,91.97388,..,61.24,17.5824175824176,63.63712635,44.647590637207,..,40.1,..,137.400790586505,0.24428530157446,22.5054237911381,1.67442289494562
Togo,TGO,2016,YR2016,59.55,1930,21.2,99.55,2.3,4.56,89.86424,..,..,17.5824175824176,64.82759182,46.7650108337402,..,40.628,43.32551,140.859606545321,0.300208031113038,22.4510020224306,1.84038238724014
Tonga,TON,2000,YR2000,68.978,3520,..,91.73,..,4.108,..,..,..,0,98.14719199,85.5786285400391,..,23.012,..,142.504166666667,1.00386928257458,12.4305555555556,..
Tonga,TON,2001,YR2001,69.127,3680,..,91.75,..,4.072,98.65596,76.43303,..,0,98.14709018,86.2936248779297,..,23.041,..,143.347222222222,0.918515647708555,12.4305555555556,..
Tonga,TON,2002,YR2002,69.335,3960,..,94.9,..,4.137,..,..,..,..,98.14698809,87.0010375976563,..,23.069,..,144.172222222222,0.981657739586143,12.4305555555556,..
Tonga,TON,2003,YR2003,69.495,4050,..,93.1,..,4.194,..,..,34.2,0,98.14688631,87.7032165527344,..,23.098,..,145.013888888889,1.18475241835073,12.4305555555556,..
Tonga,TON,2004,YR2004,69.67,4060,..,92.8,..,4.206,95.44376,..,..,0,98.14678825,88.4025115966797,..,23.127,..,145.883333333333,1.20339693057618,12.4305555555556,..
Tonga,TON,2005,YR2005,69.768,4110,..,92.84,..,4.179,98.81118,..,..,3.44827586206897,98.18325041,89.1012649536133,..,23.155,..,146.7125,1.27611636515104,12.4305555555556,..
Tonga,TON,2006,YR2006,69.894,4290,..,101.39,..,4.141,98.696,..,..,3.33333333333333,98.21976863,92.3000030517578,..,23.184,..,147.486111111111,1.40597043036067,12.4305555555556,..
Tonga,TON,2007,YR2007,70.048,4390,..,134.67,..,4.093,..,..,..,3.33333333333333,98.25633079,90.5070419311523,..,23.227,..,148.108333333333,1.20032258669517,12.4305555555556,..
Tonga,TON,2008,YR2008,70.164,4680,..,130.98,..,4.027,..,..,..,3.125,98.2929717,91.2194290161133,..,23.281,..,148.516666666667,1.19047619047619,12.4305555555556,..
Tonga,TON,2009,YR2009,70.012,4520,..,130.59,..,3.955,..,..,..,3.125,98.3297204,91.9417495727539,..,23.335,..,148.811111111111,1.28238632121257,12.4305555555556,..
